Date,AMD,NVDA
2020-01-02,49.099998474121094,5.970752239227295
2020-01-03,48.599998474121094,5.875187873840332
2020-01-06,48.38999938964844,5.899825572967529
2020-01-07,48.25,5.971251010894775
2020-01-08,47.83000183105469,5.982451915740967
2020-01-09,48.970001220703125,6.048154354095459
2020-01-10,48.16999816894531,6.080508232116699
2020-01-13,48.75,6.271146297454834
2020-01-14,48.209999084472656,6.154175281524658
2020-01-15,48.54999923706055,6.111617088317871
2020-01-16,49.77000045776367,6.195239543914795
2020-01-17,50.93000030517578,6.203949451446533
2020-01-21,51.04999923706055,6.170600891113281
2020-01-22,51.43000030517578,6.224606513977051
2020-01-23,51.709999084472656,6.293045997619629
2020-01-24,50.349998474121094,6.233814716339111
2020-01-27,49.2599983215332,5.97797155380249
2020-01-28,50.529998779296875,6.171346664428711
2020-01-29,47.5099983215332,6.110870361328125
2020-01-30,48.779998779296875,6.117590427398682
2020-01-31,47.0,5.884145259857178
2020-02-03,48.02000045776367,5.981207847595215
2020-02-04,49.45000076293945,6.150441646575928
2020-02-05,49.84000015258789,6.240784645080566
2020-02-06,49.31999969482422,6.327640533447266
2020-02-07,49.72999954223633,6.261439323425293
2020-02-10,52.2599983215332,6.5446600914001465
2020-02-11,53.79999923706055,6.6671061515808105
2020-02-12,53.88999938964844,6.782832145690918
2020-02-13,54.529998779296875,6.7390313148498535
2020-02-14,55.310001373291016,7.2121405601501465
2020-02-18,56.88999938964844,7.380878925323486
2020-02-19,58.900001525878906,7.832088947296143
2020-02-20,57.27000045776367,7.682764053344727
2020-02-21,53.279998779296875,7.318660259246826
2020-02-24,49.119998931884766,6.801248550415039
2020-02-25,47.56999969482422,6.521764278411865
2020-02-26,47.4900016784668,6.6611328125
2020-02-27,44.0099983215332,6.290337085723877
2020-02-28,45.47999954223633,6.7253804206848145
2020-03-02,47.459999084472656,6.883760452270508
2020-03-03,46.75,6.621290683746338
2020-03-04,50.11000061035156,7.0849714279174805
2020-03-05,48.11000061035156,6.805566787719727
2020-03-06,48.59000015258789,6.62502384185791
2020-03-09,43.27000045776367,6.112035274505615
2020-03-10,45.380001068115234,6.5015082359313965
2020-03-11,45.70000076293945,6.137685775756836
2020-03-12,39.0099983215332,5.386631011962891
2020-03-13,43.900001525878906,5.997485160827637
2020-03-16,38.709999084472656,4.8908233642578125
2020-03-17,41.880001068115234,5.4105353355407715
2020-03-18,39.119998931884766,5.050697326660156
2020-03-19,39.81999969482422,5.303456783294678
2020-03-20,39.61000061035156,5.123661518096924
2020-03-23,41.63999938964844,5.296483039855957
2020-03-24,46.220001220703125,6.205170154571533
2020-03-25,44.630001068115234,6.116518020629883
2020-03-26,47.5,6.405882835388184
2020-03-27,46.58000183105469,6.293575286865234
2020-03-30,47.86000061035156,6.61381721496582
2020-03-31,45.47999954223633,6.564263343811035
2020-04-01,43.65999984741211,6.053016662597656
2020-04-02,44.4900016784668,6.361806869506836
2020-04-03,42.59000015258789,6.073936462402344
2020-04-06,47.52000045776367,6.6837944984436035
2020-04-07,47.560001373291016,6.450459957122803
2020-04-08,48.790000915527344,6.647686004638672
2020-04-09,48.380001068115234,6.548076629638672
2020-04-13,50.939998626708984,6.719900608062744
2020-04-14,54.93000030517578,7.0710248947143555
2020-04-15,54.9900016784668,6.9935808181762695
2020-04-16,56.95000076293945,7.3387250900268555
2020-04-17,56.599998474121094,7.279458522796631
2020-04-20,56.970001220703125,7.148223400115967
2020-04-21,52.91999816894531,6.711434841156006
2020-04-22,55.91999816894531,7.1258111000061035
2020-04-23,55.900001525878906,7.072519779205322
2020-04-24,56.18000030517578,7.211475372314453
2020-04-27,56.4900016784668,7.397993564605713
2020-04-28,55.5099983215332,7.255551338195801
2020-04-29,53.65999984741211,7.432358741760254
2020-04-30,52.38999938964844,7.2784624099731445
2020-05-01,49.880001068115234,7.041889190673828
